02/01/2017 02:00:00 +00:00,23:50:00,1.41332,1.41446,1.40284,1.40586,0
03/01/2017 02:00:00 +00:00,1.00:01:00,1.4058,1.40594,1.38982,1.39889,0
04/01/2017 02:00:00 +00:00,1.00:01:00,1.39901,1.40159,1.38787,1.40013,0
05/01/2017 02:00:00 +00:00,23:59:00,1.40078,1.40409,1.3951,1.40332,0
06/01/2017 02:00:00 +00:00,15:00:00,1.40295,1.40538,1.39157,1.39336,0
10/01/2017 17:00:00 +00:00,1.00:01:00,1.39574,1.39895,1.38545,1.39415,0
11/01/2017 17:00:00 +00:00,23:59:00,1.39426,1.40188,1.38595,1.39435,0
17/01/2017 18:00:00 +00:00,1.00:00:00,1.39704,1.41418,1.39544,1.41052,0
18/01/2017 18:00:00 +00:00,1.00:01:00,1.41048,1.42054,1.40721,1.41997,0
19/01/2017 18:00:00 +00:00,23:00:00,1.41993,1.4273,1.41881,1.4248,0
22/01/2017 17:00:00 +00:00,1.00:01:00,1.42571,1.43074,1.42276,1.42461,0
23/01/2017 17:00:00 +00:00,1.00:01:00,1.42457,1.4286,1.4097,1.41139,0
24/01/2017 17:00:00 +00:00,1.00:00:00,1.41148,1.41283,1.40176,1.4045,0
25/01/2017 17:00:00 +00:00,1.00:01:00,1.40421,1.40761,1.39651,1.3982,0
29/01/2017 17:00:00 +00:00,1.00:00:00,1.40763,1.41001,1.3962,1.40252,0
31/01/2017 17:00:00 +00:00,1.00:01:00,1.40635,1.41302,1.40278,1.4044,0
01/02/2017 17:00:00 +00:00,1.00:01:00,1.40427,1.40891,1.40073,1.40117,0
02/02/2017 17:00:00 +00:00,1.00:00:00,1.40096,1.40573,1.39909,1.40391,0
05/02/2017 17:00:00 +00:00,23:59:00,1.4046,1.40992,1.39697,1.40575,0
09/02/2017 17:00:00 +00:00,1.00:00:00,1.39976,1.40138,1.38842,1.39134,0
12/02/2017 17:00:00 +00:00,1.00:01:00,1.39046,1.39461,1.38429,1.38497,0
13/02/2017 17:00:00 +00:00,1.00:00:00,1.38504,1.38707,1.38046,1.3822,0
14/02/2017 17:00:00 +00:00,1.00:01:00,1.3824,1.38731,1.37839,1.38576,0
15/02/2017 17:00:00 +00:00,1.00:01:00,1.3859,1.39604,1.38437,1.39467,0
20/02/2017 17:00:00 +00:00,1.00:00:00,1.38983,1.39117,1.38357,1.38415,0
21/02/2017 17:00:00 +00:00,1.00:01:00,1.38455,1.39338,1.38038,1.38879,0
26/02/2017 17:00:00 +00:00,1.00:01:00,1.38323,1.39545,1.38318,1.39443,0
27/02/2017 17:00:00 +00:00,1.00:01:00,1.39432,1.41028,1.39379,1.40576,0
28/02/2017 17:00:00 +00:00,1.00:01:00,1.40656,1.41057,1.40035,1.40518,0
02/03/2017 17:00:00 +00:00,23:58:00,1.40647,1.42109,1.40589,1.4204,0
05/03/2017 17:00:00 +00:00,1.00:01:00,1.41853,1.42394,1.4172,1.41829,0
06/03/2017 17:00:00 +00:00,1.00:01:00,1.41757,1.42027,1.41567,1.41643,0
07/03/2017 17:00:00 +00:00,1.00:00:00,1.41636,1.42362,1.41596,1.42115,0
08/03/2017 17:00:00 +00:00,1.00:01:00,1.42201,1.4335,1.42034,1.42819,0
09/03/2017 17:00:00 +00:00,23:57:00,1.42807,1.43995,1.42732,1.43708,0
12/03/2017 17:00:00 +00:00,1.00:01:00,1.43597,1.44173,1.43146,1.43173,0
13/03/2017 17:00:00 +00:00,1.00:01:00,1.43152,1.43536,1.42888,1.42888,0
14/03/2017 17:00:00 +00:00,1.00:01:00,1.42891,1.43222,1.42447,1.42716,0
15/03/2017 17:00:00 +00:00,1.00:01:00,1.42751,1.43784,1.42411,1.43297,0
